username,recipe_id,rating
tabansi_cagle,11,2
kesia_libby,11,4
savanna_maddy,11,5
nadav_mcmullin,11,1
severin_hintz,12,4
crisiant_wingfield,12,5
marvelle_massa,12,5
ulima_fernandes,12,2
yuri_hon,12,2
tabansi_cagle,12,3
lacey_valenta,12,5
dade_gastelum,12,4
becse_massa,12,5
frank_hon,12,1
chad_nalls,13,4
savanna_maddy,13,3
lann_kugler,13,4
wendell_cervantez,13,3
becse_massa,13,4
nadav_mcmullin,13,2
kesia_libby,13,5
ulima_fernandes,13,4
wickham_driggers,13,3
maureen_yeates,13,5
lacey_valenta,14,4
yuri_hon,14,5
kesia_libby,14,5
becse_massa,14,4
ulima_fernandes,14,5
wickham_driggers,14,4
dade_gastelum,14,2
tabansi_cagle,14,3
savanna_maddy,14,3
crisiant_wingfield,14,1
marvelle_massa,15,1
savanna_maddy,15,5
chad_nalls,15,2
lacey_valenta,15,5
crisiant_wingfield,15,5
wickham_driggers,15,2
kesia_libby,15,2
parry_izquierdo,15,1
wendell_cervantez,15,3
severin_hintz,15,1
savanna_maddy,16,2
crisiant_wingfield,16,5
lacey_valenta,16,4
becse_massa,16,4
wendell_cervantez,16,2
ulima_fernandes,16,4
parry_izquierdo,16,5
dade_gastelum,16,4
nadav_mcmullin,16,5
esteban_hoag,16,1
ulima_fernandes,17,3
wendell_cervantez,17,1
lann_kugler,17,1
frank_hon,17,5
maureen_yeates,17,5
yuri_hon,17,3
kesia_libby,17,2
nadav_mcmullin,17,5
savanna_maddy,17,4
marvelle_massa,17,2
tabansi_cagle,18,5
becse_massa,18,4
kesia_libby,18,5
dade_gastelum,18,5
frank_hon,18,4
lann_kugler,18,2
maureen_yeates,18,5
esteban_hoag,18,4
crisiant_wingfield,18,5
savanna_maddy,18,5
parry_izquierdo,19,5
marvelle_massa,19,2
tabansi_cagle,19,4
crisiant_wingfield,19,2
ulima_fernandes,19,1
kesia_libby,19,2
frank_hon,19,5
chad_nalls,19,4
wendell_cervantez,19,3
savanna_maddy,19,1
parry_izquierdo,20,1
wickham_driggers,20,3
dade_gastelum,20,5
ulima_fernandes,20,2
wendell_cervantez,20,4
tabansi_cagle,20,3
frank_hon,20,1
esteban_hoag,20,5
yuri_hon,20,1
lann_kugler,20,4
dade_gastelum,21,1
wickham_driggers,21,5
chad_nalls,21,4
kesia_libby,21,4
lacey_valenta,21,1
marvelle_massa,21,3
frank_hon,21,3
lann_kugler,21,4
crisiant_wingfield,21,2
parry_izquierdo,21,3
marvelle_massa,22,3
ulima_fernandes,22,4
dade_gastelum,22,4
frank_hon,22,4
esteban_hoag,22,2
crisiant_wingfield,22,2
becse_massa,22,2
parry_izquierdo,22,1
wendell_cervantez,22,4
tabansi_cagle,22,1
chad_nalls,23,5
becse_massa,23,5
parry_izquierdo,23,2
dade_gastelum,23,4
severin_hintz,23,2
marvelle_massa,23,1
esteban_hoag,23,4
lann_kugler,23,4
wendell_cervantez,23,3
kesia_libby,23,4
ulima_fernandes,24,1
parry_izquierdo,24,1
esteban_hoag,24,3
nadav_mcmullin,24,5
frank_hon,24,4
dade_gastelum,24,4
maureen_yeates,24,1
kesia_libby,24,3
chad_nalls,24,1
tabansi_cagle,24,5
marvelle_massa,25,2
wickham_driggers,25,4
yuri_hon,25,1
lacey_valenta,25,3
nadav_mcmullin,25,3
ulima_fernandes,25,5
savanna_maddy,25,4
dade_gastelum,25,1
tabansi_cagle,25,5
frank_hon,25,4
wickham_driggers,26,1
parry_izquierdo,26,2
chad_nalls,26,1
becse_massa,26,2
ulima_fernandes,26,2
kesia_libby,26,4
savanna_maddy,26,4
severin_hintz,26,5
lacey_valenta,26,4
tabansi_cagle,26,4
lacey_valenta,27,4
wickham_driggers,27,5
parry_izquierdo,27,5
tabansi_cagle,27,4
frank_hon,27,1
ulima_fernandes,27,2
lann_kugler,27,1
crisiant_wingfield,27,5
chad_nalls,27,3
severin_hintz,27,5
ulima_fernandes,28,5
crisiant_wingfield,28,5
wickham_driggers,28,3
lacey_valenta,28,2
chad_nalls,28,4
esteban_hoag,28,1
severin_hintz,28,4
tabansi_cagle,28,1
maureen_yeates,28,4
kesia_libby,28,4
wendell_cervantez,29,3
wickham_driggers,29,1
esteban_hoag,29,5
savanna_maddy,29,4
frank_hon,29,3
severin_hintz,29,4
crisiant_wingfield,29,2
kesia_libby,29,4
nadav_mcmullin,29,5
lacey_valenta,29,3
maureen_yeates,30,5
lacey_valenta,30,5
tabansi_cagle,30,2
parry_izquierdo,30,2
nadav_mcmullin,30,3
crisiant_wingfield,30,3
marvelle_massa,30,2
severin_hintz,30,2
esteban_hoag,30,4
wickham_driggers,30,1
esteban_hoag,31,5
kesia_libby,31,3
parry_izquierdo,31,3
dade_gastelum,31,5
nadav_mcmullin,31,3
wickham_driggers,31,5
savanna_maddy,31,4
becse_massa,31,5
marvelle_massa,31,4
frank_hon,31,5
chad_nalls,32,3
crisiant_wingfield,32,3
savanna_maddy,32,4
nadav_mcmullin,32,2
lann_kugler,32,5
frank_hon,32,5
kesia_libby,32,3
marvelle_massa,32,4
lacey_valenta,32,4
becse_massa,32,2
tabansi_cagle,33,2
lann_kugler,33,5
yuri_hon,33,2
crisiant_wingfield,33,3
nadav_mcmullin,33,4
becse_massa,33,2
lacey_valenta,33,2
marvelle_massa,33,5
severin_hintz,33,2
wickham_driggers,33,3
kesia_libby,34,1
marvelle_massa,34,1
yuri_hon,34,3
savanna_maddy,34,4
wendell_cervantez,34,3
becse_massa,34,5
esteban_hoag,34,3
lacey_valenta,34,4
lann_kugler,34,1
chad_nalls,34,4
frank_hon,35,5
marvelle_massa,35,3
parry_izquierdo,35,3
maureen_yeates,35,2
tabansi_cagle,35,4
esteban_hoag,35,3
kesia_libby,35,3
lann_kugler,35,3
crisiant_wingfield,35,2
severin_hintz,35,5
parry_izquierdo,36,2
yuri_hon,36,3
dade_gastelum,36,2
kesia_libby,36,4
frank_hon,36,2
maureen_yeates,36,3
lacey_valenta,36,3
severin_hintz,36,5
wendell_cervantez,36,3
becse_massa,36,3
savanna_maddy,37,3
esteban_hoag,37,4
becse_massa,37,3
wendell_cervantez,37,1
chad_nalls,37,5
frank_hon,37,1
severin_hintz,37,3
lann_kugler,37,2
wickham_driggers,37,1
parry_izquierdo,37,2
severin_hintz,38,2
wendell_cervantez,38,2
savanna_maddy,38,4
marvelle_massa,38,5
chad_nalls,38,1
lacey_valenta,38,3
yuri_hon,38,4
ulima_fernandes,38,1
becse_massa,38,4
parry_izquierdo,38,4
esteban_hoag,39,4
tabansi_cagle,39,1
marvelle_massa,39,3
savanna_maddy,39,4
severin_hintz,39,4
chad_nalls,39,2
lacey_valenta,39,5
wendell_cervantez,39,1
nadav_mcmullin,39,4
crisiant_wingfield,39,4
parry_izquierdo,40,1
becse_massa,40,3
crisiant_wingfield,40,3
maureen_yeates,40,3
ulima_fernandes,40,1
wendell_cervantez,40,1
savanna_maddy,40,4
yuri_hon,40,3
esteban_hoag,40,4
chad_nalls,40,5
kesia_libby,41,4
lann_kugler,41,4
marvelle_massa,41,3
dade_gastelum,41,3
chad_nalls,41,2
ulima_fernandes,41,1
maureen_yeates,41,3
yuri_hon,41,4
crisiant_wingfield,41,1
lacey_valenta,41,3
nadav_mcmullin,42,2
yuri_hon,42,5
tabansi_cagle,42,4
lacey_valenta,42,1
savanna_maddy,42,4
ulima_fernandes,42,1
chad_nalls,42,2
wickham_driggers,42,3
marvelle_massa,42,4
becse_massa,42,2
yuri_hon,43,3
nadav_mcmullin,43,5
chad_nalls,43,1
crisiant_wingfield,43,2
frank_hon,43,3
esteban_hoag,43,3
tabansi_cagle,43,3
ulima_fernandes,43,5
lacey_valenta,43,4
wickham_driggers,43,5
kesia_libby,44,1
savanna_maddy,44,4
maureen_yeates,44,5
lann_kugler,44,3
parry_izquierdo,44,3
frank_hon,44,3
marvelle_massa,44,1
ulima_fernandes,44,1
wendell_cervantez,44,4
chad_nalls,44,5
yuri_hon,45,3
tabansi_cagle,45,3
savanna_maddy,45,5
parry_izquierdo,45,5
dade_gastelum,45,1
lann_kugler,45,2
nadav_mcmullin,45,4
wickham_driggers,45,4
lacey_valenta,45,1
chad_nalls,45,2
esteban_hoag,46,4
severin_hintz,46,3
becse_massa,46,3
chad_nalls,46,3
crisiant_wingfield,46,3
tabansi_cagle,46,3
frank_hon,46,1
dade_gastelum,46,4
marvelle_massa,46,2
savanna_maddy,46,3
esteban_hoag,47,4
tabansi_cagle,47,2
crisiant_wingfield,47,3
maureen_yeates,47,2
frank_hon,47,5
savanna_maddy,47,4
lann_kugler,47,1
becse_massa,47,5
kesia_libby,47,5
wendell_cervantez,47,2
crisiant_wingfield,48,2
dade_gastelum,48,3
maureen_yeates,48,2
wendell_cervantez,48,2
severin_hintz,48,5
yuri_hon,48,5
nadav_mcmullin,48,3
ulima_fernandes,48,4
frank_hon,48,5
becse_massa,48,3
kesia_libby,49,1
chad_nalls,49,5
marvelle_massa,49,5
becse_massa,49,5
ulima_fernandes,49,4
yuri_hon,49,1
wickham_driggers,49,1
savanna_maddy,49,3
nadav_mcmullin,49,2
lann_kugler,49,4
tabansi_cagle,50,2
ulima_fernandes,50,3
wendell_cervantez,50,3
severin_hintz,50,2
crisiant_wingfield,50,5
parry_izquierdo,50,5
dade_gastelum,50,5
esteban_hoag,50,2
chad_nalls,50,5
nadav_mcmullin,50,3
kesia_libby,51,5
savanna_maddy,51,5
becse_massa,51,4
lann_kugler,51,4
yuri_hon,51,5
chad_nalls,51,3
crisiant_wingfield,51,5
severin_hintz,51,4
dade_gastelum,51,5
nadav_mcmullin,51,3
lacey_valenta,52,2
wickham_driggers,52,1
savanna_maddy,52,1
parry_izquierdo,52,3
becse_massa,52,1
ulima_fernandes,52,4
severin_hintz,52,1
kesia_libby,52,2
crisiant_wingfield,52,1
maureen_yeates,52,3
frank_hon,53,2
severin_hintz,53,1
chad_nalls,53,1
becse_massa,53,4
wendell_cervantez,53,3
nadav_mcmullin,53,4
marvelle_massa,53,2
dade_gastelum,53,5
crisiant_wingfield,53,1
kesia_libby,53,3
esteban_hoag,54,2
tabansi_cagle,54,1
marvelle_massa,54,1
yuri_hon,54,3
ulima_fernandes,54,2
wickham_driggers,54,1
becse_massa,54,4
savanna_maddy,54,5
crisiant_wingfield,54,5
maureen_yeates,54,2
wickham_driggers,55,5
ulima_fernandes,55,2
marvelle_massa,55,5
frank_hon,55,1
chad_nalls,55,2
becse_massa,55,2
yuri_hon,55,3
savanna_maddy,55,2
lacey_valenta,55,3
kesia_libby,55,1
dade_gastelum,56,2
lann_kugler,56,2
nadav_mcmullin,56,1
severin_hintz,56,4
parry_izquierdo,56,3
tabansi_cagle,56,1
chad_nalls,56,3
crisiant_wingfield,56,3
frank_hon,56,2
esteban_hoag,56,1
severin_hintz,57,2
nadav_mcmullin,57,3
savanna_maddy,57,3
dade_gastelum,57,1
becse_massa,57,2
crisiant_wingfield,57,1
tabansi_cagle,57,4
kesia_libby,57,4
wendell_cervantez,57,3
marvelle_massa,57,2
dade_gastelum,58,3
savanna_maddy,58,1
parry_izquierdo,58,4
maureen_yeates,58,4
chad_nalls,58,5
wickham_driggers,58,3
ulima_fernandes,58,5
severin_hintz,58,1
kesia_libby,58,2
lacey_valenta,58,2
crisiant_wingfield,59,5
lacey_valenta,59,5
yuri_hon,59,4
marvelle_massa,59,1
becse_massa,59,2
severin_hintz,59,2
kesia_libby,59,1
parry_izquierdo,59,3
maureen_yeates,59,1
frank_hon,59,5
crisiant_wingfield,60,2
nadav_mcmullin,60,5
savanna_maddy,60,1
lann_kugler,60,4
dade_gastelum,60,1
marvelle_massa,60,2
parry_izquierdo,60,1
yuri_hon,60,2
wendell_cervantez,60,4
severin_hintz,60,2
crisiant_wingfield,61,3
savanna_maddy,61,1
tabansi_cagle,61,3
wickham_driggers,61,3
parry_izquierdo,61,1
severin_hintz,61,5
lann_kugler,61,3
becse_massa,61,2
lacey_valenta,61,2
marvelle_massa,61,5
frank_hon,62,3
esteban_hoag,62,4
tabansi_cagle,62,4
wendell_cervantez,62,4
yuri_hon,62,2
crisiant_wingfield,62,4
wickham_driggers,62,5
lacey_valenta,62,1
nadav_mcmullin,62,5
kesia_libby,62,1
lacey_valenta,63,2
ulima_fernandes,63,4
marvelle_massa,63,4
savanna_maddy,63,2
tabansi_cagle,63,4
maureen_yeates,63,2
kesia_libby,63,5
lann_kugler,63,3
becse_massa,63,4
frank_hon,63,1
wendell_cervantez,64,2
marvelle_massa,64,5
nadav_mcmullin,64,5
lacey_valenta,64,5
maureen_yeates,64,2
lann_kugler,64,4
parry_izquierdo,64,3
tabansi_cagle,64,3
savanna_maddy,64,4
dade_gastelum,64,2
severin_hintz,65,2
ulima_fernandes,65,4
crisiant_wingfield,65,2
maureen_yeates,65,1
nadav_mcmullin,65,4
savanna_maddy,65,1
parry_izquierdo,65,3
kesia_libby,65,3
wendell_cervantez,65,1
wickham_driggers,65,4
maureen_yeates,66,4
marvelle_massa,66,2
severin_hintz,66,5
parry_izquierdo,66,4
chad_nalls,66,4
becse_massa,66,3
kesia_libby,66,5
lann_kugler,66,4
wendell_cervantez,66,5
lacey_valenta,66,4
wickham_driggers,67,1
tabansi_cagle,67,1
dade_gastelum,67,2
becse_massa,67,2
maureen_yeates,67,2
kesia_libby,67,3
ulima_fernandes,67,5
lacey_valenta,67,2
esteban_hoag,67,4
yuri_hon,67,2
yuri_hon,68,5
crisiant_wingfield,68,3
marvelle_massa,68,1
chad_nalls,68,1
frank_hon,68,4
maureen_yeates,68,1
wickham_driggers,68,5
kesia_libby,68,5
tabansi_cagle,68,3
lann_kugler,68,4
kesia_libby,69,1
nadav_mcmullin,69,1
tabansi_cagle,69,3
lann_kugler,69,4
frank_hon,69,3
savanna_maddy,69,1
ulima_fernandes,69,4
severin_hintz,69,1
becse_massa,69,5
maureen_yeates,69,4
wendell_cervantez,70,1
nadav_mcmullin,70,2
crisiant_wingfield,70,2
tabansi_cagle,70,5
ulima_fernandes,70,1
lacey_valenta,70,2
severin_hintz,70,2
frank_hon,70,2
yuri_hon,70,2
dade_gastelum,70,3
kesia_libby,71,5
savanna_maddy,71,3
frank_hon,71,1
marvelle_massa,71,2
dade_gastelum,71,1
lann_kugler,71,3
crisiant_wingfield,71,2
yuri_hon,71,4
parry_izquierdo,71,3
tabansi_cagle,71,3
dade_gastelum,72,1
parry_izquierdo,72,4
maureen_yeates,72,5
marvelle_massa,72,4
yuri_hon,72,4
wickham_driggers,72,4
chad_nalls,72,1
nadav_mcmullin,72,5
esteban_hoag,72,1
lann_kugler,72,5
marvelle_massa,73,2
yuri_hon,73,5
maureen_yeates,73,5
ulima_fernandes,73,3
wendell_cervantez,73,5
becse_massa,73,3
crisiant_wingfield,73,2
nadav_mcmullin,73,5
lacey_valenta,73,5
severin_hintz,73,2
becse_massa,74,2
lann_kugler,74,5
severin_hintz,74,2
kesia_libby,74,5
lacey_valenta,74,3
parry_izquierdo,74,3
tabansi_cagle,74,5
esteban_hoag,74,1
chad_nalls,74,2
ulima_fernandes,74,2
lacey_valenta,75,4
lann_kugler,75,5
ulima_fernandes,75,4
crisiant_wingfield,75,3
chad_nalls,75,1
kesia_libby,75,4
dade_gastelum,75,5
frank_hon,75,1
becse_massa,75,5
yuri_hon,75,2
dade_gastelum,76,3
ulima_fernandes,76,2
yuri_hon,76,3
parry_izquierdo,76,5
nadav_mcmullin,76,2
wickham_driggers,76,3
severin_hintz,76,4
kesia_libby,76,3
savanna_maddy,76,4
becse_massa,76,2
lacey_valenta,77,4
crisiant_wingfield,77,5
parry_izquierdo,77,2
frank_hon,77,2
esteban_hoag,77,3
maureen_yeates,77,1
tabansi_cagle,77,3
dade_gastelum,77,1
becse_massa,77,2
lann_kugler,77,2
yuri_hon,78,3
chad_nalls,78,4
wickham_driggers,78,3
marvelle_massa,78,3
parry_izquierdo,78,3
severin_hintz,78,4
maureen_yeates,78,2
ulima_fernandes,78,4
lacey_valenta,78,3
nadav_mcmullin,78,4
severin_hintz,79,1
esteban_hoag,79,2
parry_izquierdo,79,5
frank_hon,79,1
kesia_libby,79,5
tabansi_cagle,79,3
maureen_yeates,79,2
ulima_fernandes,79,5
chad_nalls,79,5
savanna_maddy,79,4
kesia_libby,80,3
becse_massa,80,2
lann_kugler,80,3
severin_hintz,80,3
chad_nalls,80,4
wendell_cervantez,80,3
frank_hon,80,2
marvelle_massa,80,3
ulima_fernandes,80,3
esteban_hoag,80,3
marvelle_massa,81,1
wickham_driggers,81,3
savanna_maddy,81,5
dade_gastelum,81,1
chad_nalls,81,3
frank_hon,81,2
yuri_hon,81,1
lann_kugler,81,3
wendell_cervantez,81,3
kesia_libby,81,2
wickham_driggers,82,2
savanna_maddy,82,5
tabansi_cagle,82,2
dade_gastelum,82,1
wendell_cervantez,82,3
lann_kugler,82,2
severin_hintz,82,4
kesia_libby,82,2
marvelle_massa,82,2
crisiant_wingfield,82,2
lacey_valenta,83,1
crisiant_wingfield,83,5
ulima_fernandes,83,1
wickham_driggers,83,2
nadav_mcmullin,83,5
frank_hon,83,3
lann_kugler,83,5
chad_nalls,83,2
tabansi_cagle,83,5
wendell_cervantez,83,2
esteban_hoag,84,2
parry_izquierdo,84,5
kesia_libby,84,5
marvelle_massa,84,5
tabansi_cagle,84,5
frank_hon,84,5
lacey_valenta,84,5
severin_hintz,84,5
yuri_hon,84,2
lann_kugler,84,2
nadav_mcmullin,85,5
dade_gastelum,85,2
kesia_libby,85,4
savanna_maddy,85,4
parry_izquierdo,85,1
crisiant_wingfield,85,5
yuri_hon,85,3
ulima_fernandes,85,5
lann_kugler,85,5
becse_massa,85,3
tabansi_cagle,86,5
yuri_hon,86,2
nadav_mcmullin,86,5
lann_kugler,86,4
kesia_libby,86,2
marvelle_massa,86,3
wickham_driggers,86,5
frank_hon,86,3
crisiant_wingfield,86,2
severin_hintz,86,5
kesia_libby,87,1
yuri_hon,87,5
esteban_hoag,87,4
dade_gastelum,87,5
lann_kugler,87,4
maureen_yeates,87,2
marvelle_massa,87,5
savanna_maddy,87,2
wendell_cervantez,87,4
severin_hintz,87,4
dade_gastelum,88,5
nadav_mcmullin,88,4
ulima_fernandes,88,4
maureen_yeates,88,5
frank_hon,88,1
tabansi_cagle,88,4
savanna_maddy,88,2
wendell_cervantez,88,5
severin_hintz,88,3
lacey_valenta,88,2
wendell_cervantez,89,3
lacey_valenta,89,2
kesia_libby,89,4
parry_izquierdo,89,3
becse_massa,89,2
chad_nalls,89,4
nadav_mcmullin,89,3
dade_gastelum,89,3
maureen_yeates,89,3
tabansi_cagle,89,3
wendell_cervantez,90,3
wickham_driggers,90,2
marvelle_massa,90,5
savanna_maddy,90,1
crisiant_wingfield,90,5
nadav_mcmullin,90,1
becse_massa,90,2
dade_gastelum,90,1
esteban_hoag,90,1
ulima_fernandes,90,5
dade_gastelum,91,3
yuri_hon,91,5
tabansi_cagle,91,1
crisiant_wingfield,91,2
maureen_yeates,91,4
marvelle_massa,91,2
chad_nalls,91,2
esteban_hoag,91,5
savanna_maddy,91,4
becse_massa,91,4
severin_hintz,92,5
frank_hon,92,4
kesia_libby,92,5
maureen_yeates,92,4
esteban_hoag,92,1
savanna_maddy,92,5
parry_izquierdo,92,2
becse_massa,92,3
wendell_cervantez,92,1
yuri_hon,92,1
crisiant_wingfield,93,4
severin_hintz,93,2
wickham_driggers,93,4
maureen_yeates,93,5
frank_hon,93,1
lann_kugler,93,4
esteban_hoag,93,1
savanna_maddy,93,4
yuri_hon,93,4
lacey_valenta,93,4
parry_izquierdo,94,4
lann_kugler,94,5
marvelle_massa,94,4
severin_hintz,94,1
chad_nalls,94,4
becse_massa,94,4
maureen_yeates,94,3
nadav_mcmullin,94,5
esteban_hoag,94,3
dade_gastelum,94,1
crisiant_wingfield,95,4
nadav_mcmullin,95,1
chad_nalls,95,1
lacey_valenta,95,2
parry_izquierdo,95,1
severin_hintz,95,2
frank_hon,95,5
yuri_hon,95,1
dade_gastelum,95,2
maureen_yeates,95,1
wendell_cervantez,96,5
crisiant_wingfield,96,1
marvelle_massa,96,3
ulima_fernandes,96,4
severin_hintz,96,3
esteban_hoag,96,1
frank_hon,96,4
nadav_mcmullin,96,5
becse_massa,96,3
kesia_libby,96,4
ulima_fernandes,97,2
maureen_yeates,97,1
chad_nalls,97,3
savanna_maddy,97,1
dade_gastelum,97,1
yuri_hon,97,4
frank_hon,97,5
esteban_hoag,97,5
tabansi_cagle,97,4
kesia_libby,97,1
maureen_yeates,98,1
kesia_libby,98,1
frank_hon,98,4
marvelle_massa,98,3
ulima_fernandes,98,3
nadav_mcmullin,98,3
parry_izquierdo,98,5
severin_hintz,98,2
yuri_hon,98,3
wendell_cervantez,98,4
marvelle_massa,99,5
lacey_valenta,99,4
wendell_cervantez,99,1
kesia_libby,99,5
maureen_yeates,99,2
savanna_maddy,99,4
wickham_driggers,99,5
parry_izquierdo,99,5
becse_massa,99,4
nadav_mcmullin,99,4
nadav_mcmullin,100,1
yuri_hon,100,1
crisiant_wingfield,100,1
parry_izquierdo,100,2
maureen_yeates,100,2
tabansi_cagle,100,1
lann_kugler,100,2
ulima_fernandes,100,4
becse_massa,100,3
lacey_valenta,100,5
lann_kugler,101,3
yuri_hon,101,4
frank_hon,101,5
crisiant_wingfield,101,4
dade_gastelum,101,4
parry_izquierdo,101,3
kesia_libby,101,1
tabansi_cagle,101,3
becse_massa,101,4
ulima_fernandes,101,1
chad_nalls,102,5
crisiant_wingfield,102,5
maureen_yeates,102,4
tabansi_cagle,102,4
severin_hintz,102,4
esteban_hoag,102,3
dade_gastelum,102,5
wickham_driggers,102,5
yuri_hon,102,3
marvelle_massa,102,5
kesia_libby,103,3
wendell_cervantez,103,4
frank_hon,103,4
crisiant_wingfield,103,4
tabansi_cagle,103,3
ulima_fernandes,103,2
esteban_hoag,103,5
dade_gastelum,103,3
yuri_hon,103,2
lacey_valenta,103,2
nadav_mcmullin,104,2
ulima_fernandes,104,3
wickham_driggers,104,5
maureen_yeates,104,5
savanna_maddy,104,5
tabansi_cagle,104,5
yuri_hon,104,1
severin_hintz,104,3
parry_izquierdo,104,5
frank_hon,104,1
kesia_libby,105,3
maureen_yeates,105,4
lacey_valenta,105,1
chad_nalls,105,1
savanna_maddy,105,1
marvelle_massa,105,3
wickham_driggers,105,2
tabansi_cagle,105,3
esteban_hoag,105,2
ulima_fernandes,105,1
tabansi_cagle,106,5
chad_nalls,106,2
becse_massa,106,3
lann_kugler,106,3
maureen_yeates,106,5
esteban_hoag,106,1
marvelle_massa,106,5
wendell_cervantez,106,3
dade_gastelum,106,4
savanna_maddy,106,2
maureen_yeates,107,5
tabansi_cagle,107,2
crisiant_wingfield,107,2
ulima_fernandes,107,2
yuri_hon,107,5
frank_hon,107,1
chad_nalls,107,1
wendell_cervantez,107,2
marvelle_massa,107,4
severin_hintz,107,3
tabansi_cagle,108,5
dade_gastelum,108,4
parry_izquierdo,108,4
wickham_driggers,108,4
wendell_cervantez,108,5
yuri_hon,108,4
frank_hon,108,5
esteban_hoag,108,5
crisiant_wingfield,108,5
marvelle_massa,108,2
nadav_mcmullin,109,3
marvelle_massa,109,2
lann_kugler,109,3
parry_izquierdo,109,3
savanna_maddy,109,4
frank_hon,109,3
tabansi_cagle,109,4
ulima_fernandes,109,2
becse_massa,109,2
kesia_libby,109,1
tabansi_cagle,110,2
chad_nalls,110,3
yuri_hon,110,2
crisiant_wingfield,110,5
severin_hintz,110,5
nadav_mcmullin,110,2
frank_hon,110,3
dade_gastelum,110,5
marvelle_massa,110,4
becse_massa,110,5
maureen_yeates,111,1
parry_izquierdo,111,2
esteban_hoag,111,2
yuri_hon,111,3
lann_kugler,111,3
frank_hon,111,2
marvelle_massa,111,3
severin_hintz,111,4
savanna_maddy,111,5
wickham_driggers,111,1
wendell_cervantez,112,2
nadav_mcmullin,112,1
lacey_valenta,112,4
dade_gastelum,112,2
esteban_hoag,112,1
kesia_libby,112,2
savanna_maddy,112,1
chad_nalls,112,5
marvelle_massa,112,4
parry_izquierdo,112,3
nadav_mcmullin,113,4
lann_kugler,113,1
crisiant_wingfield,113,4
wickham_driggers,113,5
tabansi_cagle,113,1
savanna_maddy,113,2
frank_hon,113,1
maureen_yeates,113,4
yuri_hon,113,3
esteban_hoag,113,3
savanna_maddy,114,3
ulima_fernandes,114,5
lann_kugler,114,1
esteban_hoag,114,5
frank_hon,114,1
nadav_mcmullin,114,1
chad_nalls,114,4
marvelle_massa,114,4
wickham_driggers,114,4
yuri_hon,114,3
becse_massa,115,1
lann_kugler,115,4
esteban_hoag,115,1
ulima_fernandes,115,5
savanna_maddy,115,1
marvelle_massa,115,5
maureen_yeates,115,2
wickham_driggers,115,3
parry_izquierdo,115,4
kesia_libby,115,4
parry_izquierdo,116,2
savanna_maddy,116,1
frank_hon,116,1
yuri_hon,116,1
becse_massa,116,1
wendell_cervantez,116,2
marvelle_massa,116,1
maureen_yeates,116,4
nadav_mcmullin,116,5
kesia_libby,116,3
lacey_valenta,117,3
esteban_hoag,117,5
savanna_maddy,117,5
parry_izquierdo,117,1
nadav_mcmullin,117,4
lann_kugler,117,3
frank_hon,117,3
becse_massa,117,3
tabansi_cagle,117,5
ulima_fernandes,117,3
